filename,site,size,footprint,height,num_stories,num_units,num_adiabatic,inf_rate,orientation,wwr,frame,polyiso_t,cellulose_t,setback,rear_setback,side_setback,structure_setback,assembly_r,area_buildable,surf_area,volume,surf_vol_ratio,cooling,heating,lighting,equip,water,eui_kwh_m2,eui_kbtu_ft2,carbon_kg,co2e_kg
1061_w_60_5_0_2_1_2_1.csv,2,900,450,20,2,1,2,0.00059,4,0.6,3,1,9.25,1,0,5,5,41.74109749,1619.025972,2708.105757,9000,0.30090064,6.346263161,93.90361337,0.786187646,12.20188503,11.13055157,3.386178657,124.3685008,4450.478327,0.135669
1062_e_10_2_1_0_0_1_1.csv,0,600,600,10,1,1,1,0.00015,3,0.1,1,0,5.5,0,0,5,5,22.17033599,810.1583246,2180.06687,6000,0.363344478,0.423794687,37.56384812,0.937934047,12.20188503,11.13055157,1.695097674,62.25801345,1485.252497,0.135669
1063_s_50_3_1_1_0_1_1.csv,1,800,800,10,1,1,1,0.00015,2,0.5,2,0,7.25,0,5,5,5,28.03668944,1050.646485,2783.531069,8000,0.347941384,2.090699413,49.61483134,0.805726898,12.20188503,11.13055157,2.064994731,75.84369425,2412.477367,0.135669
1064_n_30_5_0_2_1_2_1.csv,2,1000,500,20,2,1,2,0.00059,1,0.3,3,1,9.25,1,0,5,5,41.74109749,1619.025972,2905.910814,10000,0.290591081,3.971079818,74.35983137,0.797129775,12.20188503,11.13055157,2.789689352,102.4604776,4073.898061,0.135669
1065_n_60_5_1_1_1_1_2.csv,1,700,700,10,1,2,2,0.00015,1,0.6,3,1,9.25,1,0,5,5,41.74109749,1170.409731,2526.257318,7000,0.360893903,4.142679666,54.58362631,0.79568652,12.20188503,11.13055157,2.255875866,82.8544291,2306.043796,0.135669
1066_s_20_0_1_3_0_2_1.csv,3,1000,500,20,2,1,2,0.00015,2,0.2,0,1,0,0,5,5,5,10.73322927,1972.217303,2804.796281,10000,0.280479628,3.295423909,41.7946916,0.81541562,12.20188503,11.13055157,1.885140748,69.23796773,2752.948544,0.135669
1067_e_50_3_0_1_1_1_2.csv,1,800,800,10,1,2,2,0.00059,3,0.5,2,0,7.25,1,0,5,5,28.03668944,1170.409731,2804.019718,8000,0.350502465,2.084664014,88.71973044,0.808060415,12.20188503,11.13055157,3.129602237,114.9448915,3656.229459,0.135669
1068_s_40_4_0_3_1_1_1.csv,3,400,400,10,1,1,1,0.00059,2,0.4,3,0,9.25,1,0,5,5,34.74109338,2225.954944,1602.126254,4000,0.400531564,3.172668425,101.361681,0.796024072,12.20188503,11.13055157,3.50309973,128.6628101,2046.288228,0.135669
1069_e_40_4_1_2_0_1_1.csv,2,700,700,10,1,1,1,0.00015,3,0.4,3,0,9.25,0,0,5,5,34.74109338,1619.025972,2527.552044,7000,0.361078863,2.123860181,46.16808737,0.801549461,12.20188503,11.13055157,1.971939431,72.42593362,2015.79296,0.135669
107_s_20_3_1_1_0_2_1.csv,1,700,350,20,2,1,2,0.00015,2,0.2,2,0,7.25,0,5,5,5,28.03668944,1050.646485,2265.664439,7000,0.323666348,3.313910984,40.94479476,0.805434804,12.20188503,11.13055157,1.862232224,68.39657715,1903.645999,0.135669
1070_n_10_2_1_3_1_2_1.csv,3,600,300,20,2,1,2,0.00015,1,0.1,1,0,5.5,1,0,5,5,22.17033599,2225.954944,1989.323426,6000,0.331553904,2.528270601,36.45759419,0.82793171,12.20188503,11.13055157,1.719281212,63.1462331,1506.442227,0.135669
1071_w_40_4_1_1_1_2_1.csv,1,800,400,20,2,1,2,0.00015,4,0.4,3,0,9.25,1,0,5,5,34.74109338,1170.409731,2502.741015,8000,0.312842627,4.947830625,50.07844075,0.793043539,12.20188503,11.13055157,2.155063139,79.15175151,2517.701847,0.135669
1072_n_40_2_0_0_1_2_1.csv,0,1000,500,20,2,1,2,0.00059,1,0.4,1,0,5.5,1,0,5,5,22.17033599,810.1583246,2789.349108,10000,0.278934911,4.00831784,78.77482213,0.808236177,12.20188503,11.13055157,2.911212489,106.9238127,4251.363295,0.135669
1073_w_20_0_1_1_0_1_2.csv,1,1000,1000,10,1,2,2,0.00015,4,0.2,0,1,0,0,5,5,5,10.73322927,1050.646485,3323.227962,10000,0.332322796,1.202609717,41.9428672,0.862383033,12.20188503,11.13055157,1.833472893,67.34029656,2677.495851,0.135669
1074_e_50_1_0_0_1_1_2.csv,0,800,800,10,1,2,2,0.00059,3,0.5,0,0,3.5,1,0,5,5,15.46593205,810.1583246,2731.683742,8000,0.341460468,1.521237445,89.23270443,0.816741475,12.20188503,11.13055157,3.128464925,114.90312,3654.900767,0.135669
1075_n_40_1_0_1_0_1_2.csv,1,700,700,10,1,2,2,0.00059,1,0.4,0,0,3.5,0,5,5,5,15.46593205,1050.646485,2507.091942,7000,0.358155992,2.817300062,89.3999982,0.809249959,12.20188503,11.13055157,3.168103728,116.3589848,3238.558494,0.135669
1076_s_50_3_0_2_0_2_1.csv,2,1000,500,20,2,1,2,0.00059,2,0.5,2,0,7.25,0,0,5,5,28.03668944,1619.025972,2905.910814,10000,0.290591081,5.965322208,85.93065625,0.788020325,12.20188503,11.13055157,3.158777141,116.0164354,4612.892136,0.135669
1077_n_60_3_1_2_1_1_2.csv,2,400,400,10,1,2,2,0.00015,1,0.6,2,0,7.25,1,0,5,5,28.03668944,1619.025972,1652.349228,4000,0.413087307,6.364358043,67.863955,0.784013777,12.20188503,11.13055157,2.677630886,98.34476342,1564.101791,0.135669
1078_e_40_1_0_2_0_1_2.csv,2,1000,1000,10,1,2,2,0.00059,3,0.4,0,0,3.5,0,0,5,5,15.46593205,1619.025972,3347.682461,10000,0.334768246,1.770178041,81.09062427,0.809630794,12.20188503,11.13055157,2.913364971,107.0028697,4254.506653,0.135669
1079_e_40_1_0_0_0_2_1.csv,0,1000,500,20,2,1,2,0.00059,3,0.4,0,0,3.5,0,0,5,5,15.46593205,810.1583246,2789.349108,10000,0.278934911,3.209662606,81.74417596,0.812131416,12.20188503,11.13055157,2.970420111,109.0984066,4337.82662,0.135669
108_n_30_5_0_3_0_2_1.csv,3,600,300,20,2,1,2,0.00059,1,0.3,3,1,9.25,0,5,5,5,41.74109749,1972.217303,1997.989188,6000,0.332998198,4.278591756,87.94712922,0.7958291,12.20188503,11.13055157,3.167967644,116.3539867,2775.788042,0.135669
1080_n_30_2_1_1_0_1_2.csv,1,700,700,10,1,2,2,0.00015,1,0.3,1,0,5.5,0,5,5,5,22.17033599,1050.646485,2507.091942,7000,0.358155992,2.162009448,44.07228187,0.817012821,12.20188503,11.13055157,1.916336686,70.38374074,1958.953679,0.135669
1081_e_50_3_0_0_1_1_1.csv,0,700,700,10,1,1,1,0.00059,3,0.5,2,0,7.25,1,0,5,5,28.03668944,810.1583246,2458.593208,7000,0.351227601,1.43275275,89.32805508,0.823350032,12.20188503,11.13055157,3.128831795,114.9165945,3198.413201,0.135669
1082_s_30_5_1_0_1_1_2.csv,0,400,400,10,1,2,2,0.00015,2,0.3,3,1,9.25,1,0,5,5,41.74109749,810.1583246,1600.221248,4000,0.400055312,1.719779341,52.78213705,0.821630254,12.20188503,11.13055157,2.141564866,78.65598325,1250.966091,0.135669
1083_s_10_0_1_3_0_1_1.csv,3,800,800,10,1,1,1,0.00015,2,0.1,0,1,0,0,5,5,5,10.73322927,1972.217303,2741.453392,8000,0.342681674,0.972933633,39.89965504,0.877929643,12.20188503,11.13055157,1.772012298,65.08295492,2070.193934,0.135669
1084_n_10_4_0_0_1_1_2.csv,0,600,600,10,1,2,2,0.00059,1,0.1,3,0,9.25,1,0,5,5,34.74109338,810.1583246,2180.06687,6000,0.363344478,0.8038107,77.98231995,0.907067851,12.20188503,11.13055157,2.805076884,103.0256351,2457.821465,0.135669
