,orient,wwr,glazing,shading,shgc,inf_rate,exterior_mat,exterior_t (in),interior_mat,interior_t (in),Embodied (kg CO2e / ft2),Win Embodied (kg CO2e / ft2),Wall Embodied (kg CO2e / ft2),Operational (kg CO2e / ft2 * year),Cooling EUI (kBtu / ft2 * year),Heating EUI (kBtu / ft2 * year),Lighting EUI (kBtu / ft2 * year),Wall R (ft2 * F * h / BTU),city,program,city_gwp,tot_eui_kwh,area,payback_linear,Total GWP Linear (kg CO2e / ft2) 50 year,Op GWP Linear (kg CO2e / ft2) 50 year,Total GWP non-linear 2% (kg CO2e / ft2) 50 year,Op GWP non-linear 2% (kg CO2e / ft2) 50 year,Total GWP non-linear 3% (kg CO2e / ft2) 50 year,Op GWP non-linear 3% (kg CO2e / ft2) 50 year,Total GWP non-linear 5% (kg CO2e / ft2) 50 year,Op GWP non-linear 5% (kg CO2e / ft2) 50 year
la_w_0_4_2_residential_glz.json,w,0.0,Triple,0.0,0.25,0.00015,Polyiso,0.0,Cellulose,5.5,1.1109515806036400,0.0,1.1109515806036400,1.6427187864462100,3.471860953610500,0.002449318135453850,1.9252056155166500,22.2,Los Angeles,residential,0.175630822,8884.660281411730,949.900982012169,0.68,83.24689090291410,82.13593932231050,43.00028063498190,41.88932905437830,29.316433143885000,28.205481563281400,18.35949883828880,17.24854725768520
la_n_60_2_2_residential_glz.json,n,0.6,Triple,0.0,0.25,0.00015,Polyiso,1.0,Cellulose,0.0,2.6010736991690900,2.140268501567580,0.46080519760151000,1.7756252266202200,5.907634045529580,0.3601927622310350,1.713783586668600,10.7,Los Angeles,residential,0.175630822,9603.486035339110,949.900982012169,1.46,91.38233503018020,88.78126133101110,47.87951697798470,45.278443278815600,33.088558840238300,30.487485141069200,21.245138578681400,18.644064879512300
at_s_0_3_0_residential_glz.json,s,0.0,Triple,0.0,0.25,0.00059,Polyiso,0.0,Cellulose,3.5,0.9976530442066770,0.0,0.9976530442066770,5.467718070361580,14.221435405246300,4.027625944362830,1.9252056155166500,15.5,Atlanta,residential,0.399590512,12997.783001419600,949.900982012169,0.18,274.3835565622850,273.38590351807900,140.42446383842700,139.42681079422000,94.87837231231500,93.88071926810830,58.408692783003300,57.411039738796600
at_e_60_4_2_residential_glz.json,e,0.6,Triple,0.0,0.25,0.00015,Polyiso,0.0,Cellulose,5.5,2.5846491338090300,2.140268501567580,0.4443806322414560,5.939173897897040,20.10904967812210,2.422225208365380,1.6687965936535700,22.2,Atlanta,residential,0.399590512,14118.52120741410,949.900982012169,0.44,299.5433440286610,296.9586948948520,154.03358353018300,151.44893439637400,104.56026496070100,101.97561582689200,64.94597506172800,62.36132592791900
ny_s_0_11_1_residential_glz.json,s,0.0,Triple,0.0,0.25,0.0003,Polyiso,5.0,Cellulose,9.25,2.7856326466604500,0.0,2.7856326466604500,2.058617526009730,8.78680280703392,3.719300936937110,1.9252056155166500,69.7,New York,residential,0.171548494,11399.00889799770,949.900982012169,1.35,105.71650894714700,102.93087630048700,55.28037955990870,52.49474691324820,38.13209556824750,35.3464629215871,24.401116669762600,21.615484023102200
at_w_60_8_1_office_glz.json,w,0.6,Triple,0.0,0.25,0.0003,Polyiso,4.0,Cellulose,6.0,5.296387397176570,3.5331449127970800,1.763242484379490,5.987173459524050,27.970989449235200,5.6786110790049000,4.039143477880420,53.9,Atlanta,office,0.399590512,33439.09682746100,2231.76193448134,0.88,304.6550603733790,299.3586729762030,157.96931061504000,152.67292321786300,108.0961556972050,102.79976830002800,68.16170872217910,62.86532132500250
la_e_20_2_1_residential_glz.json,e,0.2,Triple,0.0,0.25,0.0003,Polyiso,1.0,Cellulose,0.0,1.6350332290588800,0.7134228338558600,0.9216103952030190,1.6461160494683800,3.389960646819150,0.28004640172647700,1.7955105627678600,10.7,Los Angeles,residential,0.175630822,8903.034410987430,949.900982012169,0.99,83.94083570247790,82.30580247341900,43.61099249050260,41.97595926144370,29.898845798431000,28.263812569372100,18.91925174847690,17.28421851941800
la_e_80_8_2_office_glz.json,e,0.8,Triple,0.0,0.25,0.00015,Polyiso,4.0,Cellulose,6.0,5.592481125919180,4.710859883729440,0.8816212421897430,1.4180948602169600,8.845639283058260,1.2668760441541100,4.0018267561411400,53.9,Los Angeles,office,0.175630822,18019.901589459300,2231.76193448134,3.94,76.49722413676720,70.90474301084800,41.7539000614516,36.16141893553240,29.941169875844400,24.34868874992520,20.48247715819730,14.889996032278100
se_e_20_10_2_office_glz.json,e,0.2,Triple,0.0,0.25,0.00015,Polyiso,5.0,Cellulose,8.0,5.568555358638080,1.1777149709323600,4.390840387705720,1.0535226944822600,2.7558102158229100,3.9526204090151800,6.351888351152710,68.3,Seattle,office,0.135669,17330.501784915600,2231.76193448134,5.29,58.244690082750900,52.676134724112800,32.43338406793560,26.864828709297500,23.657540022898400,18.088984664260300,16.630543650701800,11.061988292063700
sa_n_0_9_2_residential_glz.json,n,0.0,Triple,0.0,0.25,0.00015,Polyiso,3.0,Cellulose,9.25,2.2016513928789900,0.0,2.2016513928789900,6.077836625368890,21.36608872726570,0.24884988312009500,1.9252056155166500,55.7,San Antonio,residential,0.414311,13934.804962811600,949.900982012169,0.36,306.0934826613230,303.8918312684440,157.18648533978500,154.98483394690600,106.55810625046300,104.35645485758400,66.01893595925230,63.8172845663733
mi_s_80_9_1_residential_glz.json,s,0.8,Triple,0.0,0.25,0.0003,Polyiso,3.0,Cellulose,9.25,3.2940216139992400,2.8536913354234400,0.44033027857579800,8.106969291547960,9.830414235374240,11.472425028720100,1.6424003522710200,55.7,Milwaukee,residential,0.559278936,13769.190283225500,949.900982012169,0.41,408.64248619139700,405.3484645773980,210.02173854847200,206.72771693447300,142.49068434987800,139.1966627358790,88.41719917525270,85.12317756125350
