filename, site, size, footprint, height, num_dadus, num_stories, num_adiabatic, inf_rate,orientation, WWR, frame, polyiso_t, cellulose_t, setback, rear_setback, side_setback, structure_setback,EUI, embodied_carbon
n_10_0_0_0_0_2, 0, 600, 300.0, 20, 1, 2, 2, 0.00059, 1, 0.1, 2x4 Wood Studs, 1.0, 0.0, 0, 0, 5, 5, 308.288, 2334.26020794
