filename,site,size,footprint,height,num_stories,num_adiabatic,inf_rate,orientation,WWR,frame,polyiso_t,cellulose_t,setback,rear_setback,side_setback,structure_setback,assembly_r,area_buildable,surf_area,volume,surf_vol_ratio,EUI,carbon,kgCO2e
n_20_3_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.2,2,0,7.25,1,0,5,5,4.937546531,1170.409731,1002.009859,2000,0.50100493,143.539,1141.443578,0.135669
n_30_3_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,1,0,5,5,4.937546531,2225.954944,967.1889137,2000,0.483594457,143.604,1141.957824,0.135669
n_30_3_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,1,0,5,5,4.937546531,2225.954944,967.1889137,2000,0.483594457,143.604,1141.957824,0.135669
n_20_1_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,1,0,5,5,2.723708136,2225.954944,967.1889137,2000,0.483594457,143.746,1143.087147,0.135669
n_20_1_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,1,0,5,5,2.723708136,2225.954944,967.1889137,2000,0.483594457,143.746,1143.087147,0.135669
n_30_4_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.3,3,0,9.25,0,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,144.03,1145.343273,0.135669
n_30_4_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.3,3,0,9.25,1,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,144.03,1145.343273,0.135669
n_30_4_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.3,3,0,9.25,0,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,144.03,1145.343273,0.135669
n_30_4_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.3,3,0,9.25,1,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,144.03,1145.343273,0.135669
n_30_3_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,0,5,5,5,4.937546531,1972.217303,970.726696,2000,0.485363348,144.077,1145.721395,0.135669
n_30_3_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,0,5,5,5,4.937546531,1972.217303,970.726696,2000,0.485363348,144.077,1145.721395,0.135669
n_20_2_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.2,1,0,5.5,0,5,5,5,3.904421947,1050.646485,991.7655344,2000,0.495882767,144.155,1146.336473,0.135669
n_20_2_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.2,1,0,5.5,0,5,5,5,3.904421947,1050.646485,991.7655344,2000,0.495882767,144.155,1146.336473,0.135669
n_20_1_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,0,5,5,5,2.723708136,1972.217303,970.726696,2000,0.485363348,144.219,1146.850719,0.135669
n_20_1_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,0,5,5,5,2.723708136,1972.217303,970.726696,2000,0.485363348,144.219,1146.850719,0.135669
n_10_1_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.1,0,0,3.5,0,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,144.675,1150.478166,0.135669
n_10_1_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.1,0,0,3.5,1,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,144.675,1150.478166,0.135669
n_10_1_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.1,0,0,3.5,0,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,144.675,1150.478166,0.135669
n_10_1_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.1,0,0,3.5,1,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,144.675,1150.478166,0.135669
n_10_1_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.1,0,0,3.5,1,0,5,5,2.723708136,1170.409731,1002.009859,2000,0.50100493,144.959,1152.736813,0.135669
n_10_1_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.1,0,0,3.5,1,0,5,5,2.723708136,1170.409731,1002.009859,2000,0.50100493,144.959,1152.736813,0.135669
n_20_2_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.2,1,0,5.5,0,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,145.196,1154.619859,0.135669
n_20_2_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.2,1,0,5.5,1,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,145.196,1154.619859,0.135669
n_20_2_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.2,1,0,5.5,0,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,145.196,1154.619859,0.135669
n_20_2_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.2,1,0,5.5,1,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,145.196,1154.619859,0.135669
n_20_1_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,0,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,145.213,1154.750942,0.135669
n_20_1_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,1,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,145.213,1154.750942,0.135669
n_20_1_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,0,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,145.213,1154.750942,0.135669
n_20_1_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,1,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,145.213,1154.750942,0.135669
n_30_2_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,1,0,5,5,3.904421947,2225.954944,967.1889137,2000,0.483594457,145.307,1155.504664,0.135669
n_30_2_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,1,0,5,5,3.904421947,2225.954944,967.1889137,2000,0.483594457,145.307,1155.504664,0.135669
n_30_3_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,0,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,145.307,1155.504664,0.135669
n_30_3_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,1,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,145.307,1155.504664,0.135669
n_30_3_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,0,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,145.307,1155.504664,0.135669
n_30_3_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,1,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,145.307,1155.504664,0.135669
n_10_0_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.1,0,1,0,1,0,5,5,1.89023098,2225.954944,967.1889137,2000,0.483594457,145.497,1157.009589,0.135669
n_10_0_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.1,0,1,0,1,0,5,5,1.89023098,2225.954944,967.1889137,2000,0.483594457,145.497,1157.009589,0.135669
n_20_2_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.2,1,0,5.5,1,0,5,5,3.904421947,1170.409731,1002.009859,2000,0.50100493,145.622,1158.00783,0.135669
n_20_2_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.2,1,0,5.5,1,0,5,5,3.904421947,1170.409731,1002.009859,2000,0.50100493,145.622,1158.00783,0.135669
n_30_2_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,0,5,5,5,3.904421947,1972.217303,970.726696,2000,0.485363348,145.78,1159.265715,0.135669
n_30_2_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,0,5,5,5,3.904421947,1972.217303,970.726696,2000,0.485363348,145.78,1159.265715,0.135669
n_10_0_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.1,0,1,0,0,5,5,5,1.89023098,1972.217303,970.726696,2000,0.485363348,145.97,1160.770639,0.135669
n_10_0_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.1,0,1,0,0,5,5,5,1.89023098,1972.217303,970.726696,2000,0.485363348,145.97,1160.770639,0.135669
n_30_5_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.3,3,1,9.25,0,5,5,5,7.351032352,1050.646485,991.7655344,2000,0.495882767,146.096,1161.771401,0.135669
n_30_5_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.3,3,1,9.25,0,5,5,5,7.351032352,1050.646485,991.7655344,2000,0.495882767,146.096,1161.771401,0.135669
n_10_0_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.1,0,1,0,1,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,146.537,1165.285413,0.135669
n_10_0_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.1,0,1,0,0,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,146.537,1165.285413,0.135669
n_10_0_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.1,0,1,0,1,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,146.537,1165.285413,0.135669
n_30_4_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.3,3,0,9.25,0,5,5,5,6.118260341,1050.646485,991.7655344,2000,0.495882767,146.995,1168.925464,0.135669
n_30_4_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.3,3,0,9.25,0,5,5,5,6.118260341,1050.646485,991.7655344,2000,0.495882767,146.995,1168.925464,0.135669
n_30_2_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,0,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,147.058,1169.424585,0.135669
n_30_2_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,1,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,147.058,1169.424585,0.135669
n_30_2_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,0,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,147.058,1169.424585,0.135669
n_30_2_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,1,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,147.058,1169.424585,0.135669
n_30_5_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.3,3,1,9.25,0,0,5,5,7.351032352,1619.025972,1002.701919,2000,0.50135096,147.232,1170.80599,0.135669
n_30_5_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.3,3,1,9.25,1,0,5,5,7.351032352,1619.025972,1002.701919,2000,0.50135096,147.232,1170.80599,0.135669
n_30_5_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.3,3,1,9.25,0,0,5,5,7.351032352,1619.025972,1002.701919,2000,0.50135096,147.232,1170.80599,0.135669
n_30_5_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.3,3,1,9.25,1,0,5,5,7.351032352,1619.025972,1002.701919,2000,0.50135096,147.232,1170.80599,0.135669
n_30_5_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.3,3,1,9.25,1,0,5,5,7.351032352,1170.409731,1002.009859,2000,0.50100493,147.658,1174.19396,0.135669
n_30_5_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.3,3,1,9.25,1,0,5,5,7.351032352,1170.409731,1002.009859,2000,0.50100493,147.658,1174.19396,0.135669
n_40_5_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.4,3,1,9.25,1,0,5,5,7.351032352,2225.954944,967.1889137,2000,0.483594457,148.004,1176.951728,0.135669
n_40_5_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.4,3,1,9.25,1,0,5,5,7.351032352,2225.954944,967.1889137,2000,0.483594457,148.004,1176.951728,0.135669
n_30_4_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.3,3,0,9.25,0,0,5,5,6.118260341,1619.025972,1002.701919,2000,0.50135096,148.131,1177.960052,0.135669
n_30_4_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.3,3,0,9.25,1,0,5,5,6.118260341,1619.025972,1002.701919,2000,0.50135096,148.131,1177.960052,0.135669
n_30_4_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.3,3,0,9.25,0,0,5,5,6.118260341,1619.025972,1002.701919,2000,0.50135096,148.131,1177.960052,0.135669
n_30_4_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.3,3,0,9.25,1,0,5,5,6.118260341,1619.025972,1002.701919,2000,0.50135096,148.131,1177.960052,0.135669
n_20_1_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,0,5,5,5,2.723708136,1050.646485,991.7655344,2000,0.495882767,148.273,1179.089376,0.135669
n_20_1_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,0,5,5,5,2.723708136,1050.646485,991.7655344,2000,0.495882767,148.273,1179.089376,0.135669
n_30_3_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,0,5,5,5,4.937546531,1050.646485,991.7655344,2000,0.495882767,148.321,1179.464977,0.135669
n_30_3_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,0,5,5,5,4.937546531,1050.646485,991.7655344,2000,0.495882767,148.321,1179.464977,0.135669
n_40_5_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.4,3,1,9.25,0,5,5,5,7.351032352,1972.217303,970.726696,2000,0.485363348,148.477,1180.712778,0.135669
n_40_5_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.4,3,1,9.25,0,5,5,5,7.351032352,1972.217303,970.726696,2000,0.485363348,148.477,1180.712778,0.135669
n_30_4_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.3,3,0,9.25,1,0,5,5,6.118260341,1170.409731,1002.009859,2000,0.50100493,148.557,1181.348023,0.135669
n_30_4_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.3,3,0,9.25,1,0,5,5,6.118260341,1170.409731,1002.009859,2000,0.50100493,148.557,1181.348023,0.135669
n_30_1_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.3,0,0,3.5,1,0,5,5,2.723708136,2225.954944,967.1889137,2000,0.483594457,148.714,1182.593304,0.135669
n_30_1_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.3,0,0,3.5,1,0,5,5,2.723708136,2225.954944,967.1889137,2000,0.483594457,148.714,1182.593304,0.135669
n_40_4_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.4,3,0,9.25,1,0,5,5,6.118260341,2225.954944,967.1889137,2000,0.483594457,148.714,1182.593304,0.135669
n_40_4_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.4,3,0,9.25,1,0,5,5,6.118260341,2225.954944,967.1889137,2000,0.483594457,148.714,1182.593304,0.135669
n_20_0_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.2,0,1,0,1,0,5,5,1.89023098,2225.954944,967.1889137,2000,0.483594457,149.14,1185.981274,0.135669
n_20_0_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.2,0,1,0,1,0,5,5,1.89023098,2225.954944,967.1889137,2000,0.483594457,149.14,1185.981274,0.135669
n_30_1_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.3,0,0,3.5,0,5,5,5,2.723708136,1972.217303,970.726696,2000,0.485363348,149.187,1186.356875,0.135669
n_30_1_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.3,0,0,3.5,0,5,5,5,2.723708136,1972.217303,970.726696,2000,0.485363348,149.187,1186.356875,0.135669
n_40_4_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.4,3,0,9.25,0,5,5,5,6.118260341,1972.217303,970.726696,2000,0.485363348,149.187,1186.356875,0.135669
n_40_4_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.4,3,0,9.25,0,5,5,5,6.118260341,1972.217303,970.726696,2000,0.485363348,149.187,1186.356875,0.135669
n_20_1_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,0,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,149.409,1188.123964,0.135669
n_20_1_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,1,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,149.409,1188.123964,0.135669
n_20_1_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,0,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,149.409,1188.123964,0.135669
n_20_1_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,1,0,5,5,2.723708136,1619.025972,1002.701919,2000,0.50135096,149.409,1188.123964,0.135669
n_30_3_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,0,0,5,5,4.937546531,1619.025972,1002.701919,2000,0.50135096,149.504,1188.877687,0.135669
n_30_3_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,1,0,5,5,4.937546531,1619.025972,1002.701919,2000,0.50135096,149.504,1188.877687,0.135669
n_30_3_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,0,0,5,5,4.937546531,1619.025972,1002.701919,2000,0.50135096,149.504,1188.877687,0.135669
n_30_3_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,1,0,5,5,4.937546531,1619.025972,1002.701919,2000,0.50135096,149.504,1188.877687,0.135669
n_20_0_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.2,0,1,0,0,5,5,5,1.89023098,1972.217303,970.726696,2000,0.485363348,149.66,1190.120447,0.135669
n_20_0_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.2,0,1,0,0,5,5,5,1.89023098,1972.217303,970.726696,2000,0.485363348,149.66,1190.120447,0.135669
n_40_3_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.4,2,0,7.25,1,0,5,5,4.937546531,2225.954944,967.1889137,2000,0.483594457,149.755,1190.871648,0.135669
n_40_3_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.4,2,0,7.25,1,0,5,5,4.937546531,2225.954944,967.1889137,2000,0.483594457,149.755,1190.871648,0.135669
n_20_1_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.2,0,0,3.5,1,0,5,5,2.723708136,1170.409731,1002.009859,2000,0.50100493,149.788,1191.136334,0.135669
n_20_1_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.2,0,0,3.5,1,0,5,5,2.723708136,1170.409731,1002.009859,2000,0.50100493,149.788,1191.136334,0.135669
n_10_0_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.1,0,1,0,0,5,5,5,1.89023098,1050.646485,991.7655344,2000,0.495882767,149.883,1191.890056,0.135669
n_10_0_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.1,0,1,0,0,5,5,5,1.89023098,1050.646485,991.7655344,2000,0.495882767,149.883,1191.890056,0.135669
n_40_5_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.4,3,1,9.25,0,0,5,5,7.351032352,810.1583246,965.841871,2000,0.482920935,149.897,1192.000972,0.135669
n_40_5_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.4,3,1,9.25,1,0,5,5,7.351032352,810.1583246,965.841871,2000,0.482920935,149.897,1192.000972,0.135669
n_40_5_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.4,3,1,9.25,0,0,5,5,7.351032352,810.1583246,965.841871,2000,0.482920935,149.897,1192.000972,0.135669
n_40_5_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.4,3,1,9.25,1,0,5,5,7.351032352,810.1583246,965.841871,2000,0.482920935,149.897,1192.000972,0.135669
n_30_3_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.3,2,0,7.25,1,0,5,5,4.937546531,1170.409731,1002.009859,2000,0.50100493,149.93,1192.265657,0.135669
n_30_3_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.3,2,0,7.25,1,0,5,5,4.937546531,1170.409731,1002.009859,2000,0.50100493,149.93,1192.265657,0.135669
n_30_2_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,0,5,5,5,3.904421947,1050.646485,991.7655344,2000,0.495882767,150.072,1193.394981,0.135669
n_30_2_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,0,5,5,5,3.904421947,1050.646485,991.7655344,2000,0.495882767,150.072,1193.394981,0.135669
n_40_3_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.4,2,0,7.25,0,5,5,5,4.937546531,1972.217303,970.726696,2000,0.485363348,150.275,1195.010821,0.135669
n_40_3_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.4,2,0,7.25,0,5,5,5,4.937546531,1972.217303,970.726696,2000,0.485363348,150.275,1195.010821,0.135669
n_30_1_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.3,0,0,3.5,0,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,150.417,1196.140144,0.135669
n_30_1_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.3,0,0,3.5,1,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,150.417,1196.140144,0.135669
n_30_1_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.3,0,0,3.5,0,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,150.417,1196.140144,0.135669
n_30_1_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.3,0,0,3.5,1,0,5,5,2.723708136,810.1583246,965.841871,2000,0.482920935,150.417,1196.140144,0.135669
n_20_0_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.2,0,1,0,0,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_20_0_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.2,0,1,0,1,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_20_0_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.2,0,1,0,0,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_20_0_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.2,0,1,0,1,0,5,5,1.89023098,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_40_4_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.4,3,0,9.25,0,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_40_4_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.4,3,0,9.25,1,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_40_4_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.4,3,0,9.25,0,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_40_4_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.4,3,0,9.25,1,0,5,5,6.118260341,810.1583246,965.841871,2000,0.482920935,150.607,1197.645069,0.135669
n_10_0_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.1,0,1,0,0,0,5,5,1.89023098,1619.025972,1002.701919,2000,0.50135096,151.114,1201.678367,0.135669
n_10_0_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.1,0,1,0,1,0,5,5,1.89023098,1619.025972,1002.701919,2000,0.50135096,151.114,1201.678367,0.135669
n_10_0_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.1,0,1,0,0,0,5,5,1.89023098,1619.025972,1002.701919,2000,0.50135096,151.114,1201.678367,0.135669
n_10_0_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.1,0,1,0,1,0,5,5,1.89023098,1619.025972,1002.701919,2000,0.50135096,151.114,1201.678367,0.135669
n_40_2_0_3_1_1,3,200,200,10,1,1,0.00059,1,0.4,1,0,5.5,1,0,5,5,3.904421947,2225.954944,967.1889137,2000,0.483594457,151.222,1202.535443,0.135669
n_40_2_1_3_1_1,3,200,200,10,1,1,0.00015,1,0.4,1,0,5.5,1,0,5,5,3.904421947,2225.954944,967.1889137,2000,0.483594457,151.222,1202.535443,0.135669
n_30_2_0_2_0_1,2,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,0,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,151.303,1203.183291,0.135669
n_30_2_0_2_1_1,2,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,1,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,151.303,1203.183291,0.135669
n_30_2_1_2_0_1,2,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,0,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,151.303,1203.183291,0.135669
n_30_2_1_2_1_1,2,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,1,0,5,5,3.904421947,1619.025972,1002.701919,2000,0.50135096,151.303,1203.183291,0.135669
n_10_0_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.1,0,1,0,1,0,5,5,1.89023098,1170.409731,1002.009859,2000,0.50100493,151.445,1204.312615,0.135669
n_10_0_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.1,0,1,0,1,0,5,5,1.89023098,1170.409731,1002.009859,2000,0.50100493,151.445,1204.312615,0.135669
n_40_2_0_3_0_1,3,200,200,10,1,1,0.00059,1,0.4,1,0,5.5,0,5,5,5,3.904421947,1972.217303,970.726696,2000,0.485363348,151.648,1205.923413,0.135669
n_40_2_1_3_0_1,3,200,200,10,1,1,0.00015,1,0.4,1,0,5.5,0,5,5,5,3.904421947,1972.217303,970.726696,2000,0.485363348,151.648,1205.923413,0.135669
n_40_3_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.4,2,0,7.25,0,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,151.695,1206.299014,0.135669
n_40_3_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.4,2,0,7.25,1,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,151.695,1206.299014,0.135669
n_40_3_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.4,2,0,7.25,0,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,151.695,1206.299014,0.135669
n_40_3_1_0_1_1,0,200,200,10,1,1,0.00015,1,0.4,2,0,7.25,1,0,5,5,4.937546531,810.1583246,965.841871,2000,0.482920935,151.695,1206.299014,0.135669
n_30_2_0_1_1_1,1,200,200,10,1,1,0.00059,1,0.3,1,0,5.5,1,0,5,5,3.904421947,1170.409731,1002.009859,2000,0.50100493,151.729,1206.571262,0.135669
n_30_2_1_1_1_1,1,200,200,10,1,1,0.00015,1,0.3,1,0,5.5,1,0,5,5,3.904421947,1170.409731,1002.009859,2000,0.50100493,151.729,1206.571262,0.135669
n_40_5_0_1_0_1,1,200,200,10,1,1,0.00059,1,0.4,3,1,9.25,0,5,5,5,7.351032352,1050.646485,991.7655344,2000,0.495882767,153.055,1217.113295,0.135669
n_40_5_1_1_0_1,1,200,200,10,1,1,0.00015,1,0.4,3,1,9.25,0,5,5,5,7.351032352,1050.646485,991.7655344,2000,0.495882767,153.055,1217.113295,0.135669
n_40_2_0_0_0_1,0,200,200,10,1,1,0.00059,1,0.4,1,0,5.5,0,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,153.067,1217.211607,0.135669
n_40_2_0_0_1_1,0,200,200,10,1,1,0.00059,1,0.4,1,0,5.5,1,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,153.067,1217.211607,0.135669
n_40_2_1_0_0_1,0,200,200,10,1,1,0.00015,1,0.4,1,0,5.5,0,0,5,5,3.904421947,810.1583246,965.841871,2000,0.482920935,153.067,1217.211607,0.135669
